Player,Elo,Games,Wins,Loss,%,Attended,Tournaments
dmansland,1507,9,5,4,55,2,Texas Showdown;SCR
xx your disease,1507,4,2,2,50,1,Texas Showdown
twg arthur,1507,4,2,2,50,1,Texas Showdown
yeral,1506,4,2,2,50,1,First Attack
mr.c,1506,4,2,2,50,1,Combo Breaker
ind a laughing goblin,1506,4,2,2,50,1,EGX
cex|goukifafa,1506,14,7,7,50,3,Hypespotting;VS Fighting;Red Fight District
pxg wiseguy,1506,4,2,2,50,1,CEO
glasgow kev,1506,4,2,2,50,1,Hypespotting
max ng,1506,4,2,2,50,1,FV Cup
wso|logan,1506,8,4,4,50,2,Hypespotting;VS Fighting
薛國斌 wo鵝鵝澳•餓痾澳，我比豬腰你聞,1506,4,2,2,50,1,HK
tanka tanky,1506,8,4,4,50,1,CPTA Last Chance Qualifier
lom|luckboxq,1506,9,5,4,55,2,VS Fighting;EGX
lll doomdomainn,1505,4,2,2,50,1,Red Fight District
vivaldi,1505,4,2,2,50,1,CEO
iim83man,1505,4,2,2,50,1,CPTA KR
prettyminky,1505,4,2,2,50,1,CPTA KR
k tousen,1505,4,2,2,50,1,Texas Showdown
srm_leonil,1505,4,2,2,50,1,CEO
juicyjoe,1505,4,2,2,50,1,Dreamhack Winter
3e.ttf|unprotectedsex,1505,4,2,2,50,1,SCR
ccg|snafoo,1505,5,2,3,40,2,EVO;Canada Cup
soa|xr prometo,1505,4,2,2,50,1,CPT Brazil
yogadon,1505,4,2,2,50,1,NorCal Regionals
haywad,1505,4,2,2,50,1,NorCal Regionals
ローキン,1505,4,2,2,50,1,KSB 2015
syn chuck,1505,4,2,2,50,1,EGX
tg|bebedero,1505,2,1,1,50,1,True Challengers Costa Rica
hismit,1505,4,2,2,50,1,Saigon Cup
heodzodzien,1505,4,2,2,50,1,Saigon Cup
seinken,1505,4,2,2,50,1,CEO
prototype,1505,4,2,2,50,1,TFC
scha,1505,4,2,2,50,1,Northwest Majors
pag|sabo,1505,12,6,6,50,3,CEO;Summer Jam;First Attack
こま,1505,4,2,2,50,1,KSB 2015
dixon,1505,2,1,1,50,1,CPTA Last Chance Qualifier
fubarduck,1505,4,2,2,50,1,KSB 2015
um makai,1505,4,2,2,50,1,EGX
刘锦发 chilunsin,1505,6,3,3,50,1,HK
darkhonor90,1504,4,2,2,50,1,CEO
oitajin,1504,4,2,2,50,1,Ultra Hyakkishu Cup
matador kiririnshi25,1504,4,2,2,50,1,Combo Breaker
ua nori,1504,4,2,2,50,1,Texas Showdown
snake belmont,1504,4,2,2,50,1,EGX
disabel,1504,4,2,2,50,1,NorCal Regionals
joyfull78,1504,4,2,2,50,1,CPTA KR
lucamago,1504,4,2,2,50,1,Milan Games Week
mullen,1504,4,2,2,50,1,CPTA KR
lutak,1504,4,2,2,50,1,Ze Fighting Game Champion
kaising,1504,4,2,2,50,1,SCR
jimli,1504,8,4,4,50,2,Northwest Majors;CEO
ce|boba tapioca,1504,4,2,2,50,1,NorCal Regionals
lom buffalo,1504,4,2,2,50,1,EGX
@deejonious,1504,4,2,2,50,1,CEO
kino,1504,4,2,2,50,1,NorCal Regionals
必然也,1504,4,2,2,50,1,Ze Fighting Game Champion
rao,1504,4,2,2,50,1,CEO
200yen,1504,4,2,2,50,1,NorCal Regionals
super uriajjo,1504,4,2,2,50,1,Ultra Hyakkishu Cup
rugalitarian,1504,4,2,2,50,1,CEO
dunbine,1504,4,2,2,50,1,CPTA KR
sa kooky,1504,4,2,2,50,1,CEO
icrossj,1504,4,2,2,50,1,SCR
yomi cardell,1504,4,2,2,50,1,CEO
n1 kupo,1504,4,2,2,50,1,Northwest Majors
dn sf4killedus,1504,4,2,2,50,1,Red Fight District
failichawy iori-q8,1504,4,2,2,50,1,KO Fighting Game Festival
bruin,1504,4,2,2,50,1,SCR
willgetpaid,1504,4,2,2,50,1,NorCal Regionals
danphan,1504,4,2,2,50,1,NorCal Regionals
cc armoredx,1504,4,2,2,50,1,Combo Breaker
tommy gunzss,1504,6,3,3,50,1,Texas Showdown
hf yoga,1504,4,2,2,50,1,SCR
devon scheer,1504,4,2,2,50,1,CEO
kurokiba,1504,4,2,2,50,1,NorCal Regionals
anbu gasstationhobo,1504,4,2,2,50,1,CEO
沈震宇 凶肯,1504,4,2,2,50,1,CPTA Shanghai
carlos c,1503,4,2,2,50,1,CEO
rde sefsins,1503,4,2,2,50,1,Hypespotting
cc,1503,4,2,2,50,1,SCR
billy wong billy,1503,4,2,2,50,1,HK
bonkler,1503,4,2,2,50,1,Combo Breaker
はげじん,1503,4,2,2,50,1,Nine States
joshua alexander,1503,8,4,4,50,2,Texas Showdown;Combo Breaker
jono dori,1503,4,2,2,50,1,CEO
ifrit,1503,4,2,2,50,1,First Attack
hideo,1503,4,2,2,50,1,Saigon Cup
lenard,1503,4,2,2,50,1,CPTA Last Chance Qualifier
jhunie,1503,4,2,2,50,1,NorCal Regionals
sion,1503,4,2,2,50,1,Taiwan
ray,1503,4,2,2,50,1,HK
ymb 9 shinzou,1503,4,2,2,50,1,Hypespotting
mint310,1503,4,2,2,50,1,Ze Fighting Game Champion
tgu zhedloo,1503,3,1,2,33,1,South East Asia Major
dum yao ah,1503,4,2,2,50,1,Northwest Majors
redmage138,1503,4,2,2,50,1,TFC
kumasa,1503,4,2,2,50,1,Taiwan
txs raph,1503,4,2,2,50,1,Texas Showdown
image,1503,4,2,2,50,1,Texas Showdown
iplay halibel,1503,4,2,2,50,1,Red Fight District
flashy,1503,4,2,2,50,1,Saigon Cup
rising superstar alfie,1503,4,2,2,50,1,EGX
大盗,1503,4,2,2,50,1,Ze Fighting Game Champion
anbu sonyono,1503,3,1,2,33,1,Summer Jam
trainerfox,1503,4,2,2,50,1,KO Fighting Game Festival
leung yau chun tomo,1503,4,2,2,50,1,HK
nake @iran #32,1503,4,2,2,50,1,Dreamhack Winter
templar,1503,4,2,2,50,1,Milan Games Week
delfonik,1503,4,2,2,50,1,CEO
eta ralstaanley,1503,4,2,2,50,1,Texas Showdown
dan krolikowski,1503,4,2,2,50,1,Combo Breaker
frisco,1503,4,2,2,50,1,Northwest Majors
pgfx kiu,1503,4,2,2,50,1,Combo Breaker
smbf|yts buttface,1503,4,2,2,50,1,VS Fighting
falling charlie,1503,4,2,2,50,1,CEO
seedogpoo,1502,8,4,4,50,2,CEO;First Attack
fsr wupai,1502,4,2,2,50,1,CEO
小武,1502,4,2,2,50,1,Taiwan
noc|leviathan,1502,8,4,4,50,2,Northwest Majors;SCR
starks,1502,4,2,2,50,1,CEO
spanky,1502,4,2,2,50,1,Ultra Hyakkishu Cup
gpl- flashkoto,1502,4,2,2,50,1,NorCal Regionals
da|scottfree,1502,4,2,2,50,1,Texas Showdown
xiao jj,1502,4,2,2,50,1,CPTA Shanghai
smash,1502,4,2,2,50,1,Hypespotting
david shen,1502,4,2,2,50,1,Taiwan
阿光,1502,4,2,2,50,1,Taiwan
fno|crazysalvi,1502,3,1,2,33,1,Defend the North
rs|d4rk onion,1502,4,2,2,50,1,Hypespotting
tosfhq sj,1502,4,2,2,50,1,CEO
sailor venus,1502,4,2,2,50,1,NorCal Regionals
玩具,1502,4,2,2,50,1,Taiwan
volibear,1502,4,2,2,50,1,KO Fighting Game Festival
two75,1502,4,2,2,50,1,FV Cup
yoro,1502,4,2,2,50,1,Taiwan
/r/sf|rawbertson,1502,2,1,1,50,1,Canada Cup
shorjewken,1502,4,2,2,50,1,Northwest Majors
快打傳奇lanlan,1502,4,2,2,50,1,Taiwan
fgc|sekiganryu,1502,4,2,2,50,1,Ultra Hyakkishu Cup
polarbite,1502,4,2,2,50,1,CEO
joser,1502,4,2,2,50,1,NorCal Regionals
iplay|yougenius,1502,7,3,4,42,2,FFM-Rumble;Red Fight District
黃勇 rc,1502,4,2,2,50,1,HK
邓志聪 dunk,1502,4,2,2,50,1,HK
ita77u,1502,4,2,2,50,1,Milan Games Week
fitri amir,1502,4,2,2,50,1,FV Cup
leong teng fai,1502,4,2,2,50,1,FV Cup
hamu chan,1502,4,2,2,50,1,KO Fighting Game Festival
べにふーき,1502,4,2,2,50,1,Nine States
fv bison wong,1502,4,2,2,50,1,FV Cup
kung sai kit xft_saiki,1502,4,2,2,50,1,HK
dario,1502,4,2,2,50,1,Milan Games Week
re: dandy cage,1502,4,2,2,50,1,Texas Showdown
elton,1502,4,2,2,50,1,CPTA Last Chance Qualifier
j. caesar ii,1502,4,2,2,50,1,CEO
shin rico suave,1502,4,2,2,50,1,CEO
d4rkn3ss aveng,1502,4,2,2,50,1,VS Fighting
lamas,1502,4,2,2,50,1,Dreamhack Winter
chan king kiu cs|fa,1502,4,2,2,50,1,HK
riktigsfivspelare,1502,4,2,2,50,1,Dreamhack Winter
emerald chaos,1502,4,2,2,50,1,Hypespotting
orikasa,1502,4,2,2,50,1,Northwest Majors
rs doom,1502,4,2,2,50,1,EGX
jc,1502,4,2,2,50,1,SCR
criminaldada,1501,4,2,2,50,1,Taiwan
derrick legend,1501,11,5,6,45,3,Combo Breaker;CEO;Summer Jam
dian,1501,4,2,2,50,1,Abuget Cup
そぼろんぐ,1501,8,4,4,50,1,Nine States
toucan steve,1501,4,2,2,50,1,CEO
jimmy hon maskjimmy,1501,4,2,2,50,1,HK
tacaño2dgod,1501,4,2,2,50,1,First Attack
stuntastic,1501,4,2,2,50,1,Combo Breaker
胡寅辰 justin hu,1501,4,2,2,50,1,CPTA Shanghai
小嘉米 木有黑眼圈,1501,4,2,2,50,1,CPTA Shanghai
fancylaine,1501,4,2,2,50,1,Milan Games Week
00g juiceman,1501,4,2,2,50,1,CEO
nakahara,1501,4,2,2,50,1,Ultra Hyakkishu Cup
um lemon,1501,4,2,2,50,1,EGX
da 206 80z,1501,4,2,2,50,1,Northwest Majors
strider,1501,6,3,3,50,1,Hypespotting
nicktanella,1501,4,2,2,50,1,NorCal Regionals
gatk dr sloan,1501,4,2,2,50,1,Hypespotting
ssvs-allen,1501,4,2,2,50,1,Taiwan
謝漢傑,1501,4,2,2,50,1,Taiwan
tyram,1501,4,2,2,50,1,NorCal Regionals
sherman,1501,4,2,2,50,1,CPTA Last Chance Qualifier
faisaldante23,1501,4,2,2,50,1,Hypespotting
サエ,1501,4,2,2,50,1,Nine States
kapwan,1501,4,2,2,50,1,NorCal Regionals
droomighty,1501,4,2,2,50,1,Northwest Majors
sba big arch,1501,4,2,2,50,1,NorCal Regionals
marshall king,1501,4,2,2,50,1,TFC
sorawings,1501,4,2,2,50,1,CPTA KR
finalzero,1501,4,2,2,50,1,KO Fighting Game Festival
eh nd|majintenshinhan,1501,4,2,2,50,1,Dreamhack Winter
ed|the claw of god,1501,4,2,2,50,1,VS Fighting
g-dragon,1501,4,2,2,50,1,NorCal Regionals
mr. mishida,1501,4,2,2,50,1,Texas Showdown
ric104,1501,4,2,2,50,1,Combo Breaker
rde saltmine,1501,4,2,2,50,1,Hypespotting
lushylushy,1501,4,2,2,50,1,Northwest Majors
dfw|saltime,1501,2,1,1,50,1,Defend the North
wtq8|fizzie,1501,4,2,2,50,1,KO Fighting Game Festival
ngi lom wiseblade,1501,4,2,2,50,1,EGX
moe,1501,4,2,2,50,1,Dreamhack Winter
smbf|nebbiez,1501,4,2,2,50,1,VS Fighting
karmaa,1501,4,2,2,50,1,NorCal Regionals
mulverrine,1501,4,2,2,50,1,CPTA KR
jinzou,1501,4,2,2,50,1,Ultra Hyakkishu Cup
eugene yap,1501,4,2,2,50,1,FV Cup
srkuw|kpop,1501,4,2,2,50,1,Northwest Majors
rde ind gillstolemyride,1501,4,2,2,50,1,Hypespotting
solphum,1501,4,2,2,50,1,SCR
pauly z,1501,4,2,2,50,1,Texas Showdown
chg combo kin,1501,4,2,2,50,1,Northwest Majors
canesmoke,1501,4,2,2,50,1,Milan Games Week
datc,1500,4,2,2,50,1,Northwest Majors
fi3nd x godmode,1500,4,2,2,50,1,VS Fighting
frametrap|the prince,1500,4,2,2,50,1,Dreamhack Winter
bombskeez,1500,4,2,2,50,1,SCR
张意,1500,4,2,2,50,1,Ze Fighting Game Champion
ccg|lapchi,1500,3,1,2,33,2,EVO;Canada Cup
naio,1500,4,2,2,50,1,Ultra Hyakkishu Cup
yeti,1500,4,2,2,50,1,Northwest Majors
coccocco713,1500,4,2,2,50,1,Milan Games Week
30f|slayer-san,1500,4,2,2,50,1,Northwest Majors
dumabalrog,1500,4,2,2,50,1,SCR
c-los,1500,4,2,2,50,1,NorCal Regionals
biobillybonez,1500,8,4,4,50,2,NorCal Regionals;SCR
flavored,1500,4,2,2,50,1,CEO
raion,1500,4,2,2,50,1,CEO
张嘉程 fat dog,1500,4,2,2,50,1,CPTA Shanghai
emo,1500,4,2,2,50,1,Northwest Majors
ippolit,1500,4,2,2,50,1,Dreamhack Winter
nb sol ronin,1500,4,2,2,50,1,Combo Breaker
vs gm punk,1500,6,3,3,50,1,Hypespotting
ponzaman,1500,7,3,4,42,2,Ultra Hyakkishu Cup;Milan Games Week
tong,1500,4,2,2,50,1,Combo Breaker
sachiko,1500,4,2,2,50,1,CPTA Last Chance Qualifier
lau chi hung joe gameouttt,1500,4,2,2,50,1,HK
张鸣 niku,1500,4,2,2,50,1,CPTA Shanghai
doom,1500,4,2,2,50,1,Hypespotting
sfo jlm,1500,4,2,2,50,1,EGX
邢岚 烤鱼,1500,4,2,2,50,1,CPTA Shanghai
jabe xft jabe,1500,4,2,2,50,1,HK
dirty dan,1500,4,2,2,50,1,SCR
harumii,1500,4,2,2,50,1,Ultra Hyakkishu Cup
[anet]nightmare2450,1500,4,2,2,50,1,Northwest Majors
bsc|ruok,1500,8,4,4,50,2,Hypespotting;VS Fighting
voltrix,1500,4,2,2,50,1,FV Cup
m a d w a k,1500,4,2,2,50,1,Combo Breaker
ricky xft_softegg,1500,4,2,2,50,1,HK
yomi saltface,1500,2,1,1,50,1,Combo Breaker
veym|noobster,1500,4,2,2,50,1,Texas Showdown
vgp joe love,1500,4,2,2,50,1,Texas Showdown
jay jayy 90,1500,4,2,2,50,1,VS Fighting
sww|rycroft,1500,4,2,2,50,1,VS Fighting
bryan papa,1500,4,2,2,50,1,NorCal Regionals
skz,1500,4,2,2,50,1,CPTA Last Chance Qualifier
rbn|duppsko,1500,12,5,7,41,2,Dreamhack Summer;Call of Ragnarok
bcw-gaara_sand,1500,4,2,2,50,1,SCR
bonehead,1500,4,2,2,50,1,Milan Games Week
wuming,1500,4,2,2,50,1,CPTA Last Chance Qualifier
iz juri,1500,4,2,2,50,1,CPTA Last Chance Qualifier
job gdx,1500,4,2,2,50,1,CEO
dranor,1500,4,2,2,50,1,First Attack
daddario,1500,4,2,2,50,1,Milan Games Week
fatso_523,1500,4,2,2,50,1,VS Fighting
srm mad king,1499,4,2,2,50,1,SCR
knix,1499,12,5,7,41,2,Dreamhack Summer;Dreamhack Winter
swk fbruce,1499,4,2,2,50,1,Combo Breaker
ffn kyoku,1499,4,2,2,50,1,SCR
でぇご,1499,4,2,2,50,1,Nine States
willy,1499,4,2,2,50,1,Taiwan
outlaw,1499,4,2,2,50,1,KO Fighting Game Festival
shogunn,1499,4,2,2,50,1,SCR
赵渭炯 小迷,1499,4,2,2,50,1,CPTA Shanghai
px|doomed,1499,2,1,1,50,1,True Challengers Costa Rica
dean of games,1499,4,2,2,50,1,Northwest Majors
デップー,1499,4,2,2,50,1,Nine States
salem akuma,1499,4,2,2,50,1,KO Fighting Game Festival
boahmad,1499,4,2,2,50,1,KO Fighting Game Festival
aag|baby brasil,1499,2,1,1,50,1,CPT Brazil
alafasy_23,1499,4,2,2,50,1,KO Fighting Game Festival
prk benji,1499,4,2,2,50,1,First Attack
wyseguy,1499,4,2,2,50,1,Combo Breaker
tierproblem,1499,4,2,2,50,1,Texas Showdown
jackson,1499,4,2,2,50,1,CPTA Last Chance Qualifier
blag,1499,4,2,2,50,1,VS Fighting
arson,1499,4,2,2,50,1,CEO
dchong,1499,8,4,4,50,2,NorCal Regionals;SCR
borralí,1499,4,2,2,50,1,First Attack
amaury,1499,4,2,2,50,1,First Attack
方思 ice,1499,4,2,2,50,1,CPTA Shanghai
thamer1977,1499,4,2,2,50,1,KO Fighting Game Festival
justrun,1499,4,2,2,50,1,Texas Showdown
unforunatefleshgolem,1499,4,2,2,50,1,Texas Showdown
usin,1499,4,2,2,50,1,CEO
nfgc|carnageprincess,1499,4,2,2,50,1,VS Fighting
geomonstaah,1499,4,2,2,50,1,Texas Showdown
leon lum,1499,4,2,2,50,1,FV Cup
profx,1499,4,2,2,50,1,VS Fighting
xdsc-knowledge,1499,4,2,2,50,1,TFC
p skelly,1499,4,2,2,50,1,CEO
ds|jamusan,1499,4,2,2,50,1,VS Fighting
havocvstheworld,1499,4,2,2,50,1,CEO
md calin,1499,4,2,2,50,1,Red Fight District
shockbeast,1499,4,2,2,50,1,SCR
ua|wholio,1499,4,2,2,50,1,Texas Showdown
allen hunt,1499,4,2,2,50,1,TFC
omegastriker,1499,4,2,2,50,1,Combo Breaker
nhem lee,1499,4,2,2,50,1,Texas Showdown
mr. shoushi,1499,4,2,2,50,1,Texas Showdown
scc|unw4nt3d,1499,4,2,2,50,1,VS Fighting
bryan,1499,4,2,2,50,1,FV Cup
spree,1499,4,2,2,50,1,Combo Breaker
firefist,1499,4,2,2,50,1,VS Fighting
platinum kid,1499,8,4,4,50,2,VS Fighting;EGX
flb|victor,1499,4,2,2,50,1,VS Fighting
sean why,1499,3,1,2,33,1,TFC
violent repent,1499,4,2,2,50,1,CEO
rs|ladnopoka,1499,4,2,2,50,1,Hypespotting
edgyjohnny,1499,4,2,2,50,1,Northwest Majors
黄洁 shermie（虾米）,1499,4,2,2,50,1,HK
dionis8534,1499,4,2,2,50,1,CEO
od|hollow,1498,4,2,2,50,1,First Attack
dm|burn notice,1498,4,2,2,50,1,NorCal Regionals
wh vicious,1498,4,2,2,50,1,Combo Breaker
raykay,1498,3,1,2,33,1,KSB 2015
nate fearless,1498,4,2,2,50,1,CEO
crazydog,1498,3,1,2,33,1,CPTA Last Chance Qualifier
moony blues,1498,4,2,2,50,1,Combo Breaker
@theb00st,1498,4,2,2,50,1,Combo Breaker
sa shank,1498,4,2,2,50,1,CEO
ナックル nakkuru,1498,4,2,2,50,1,Nine States
kenshiro,1498,4,2,2,50,1,Combo Breaker
豆腐 tofu,1498,4,2,2,50,1,Nine States
gvoice,1498,4,2,2,50,1,KO Fighting Game Festival
(setx) willcola,1498,4,2,2,50,1,Texas Showdown
bomsa,1498,4,2,2,50,1,KO Fighting Game Festival
greedychun,1498,4,2,2,50,1,Combo Breaker
fera,1498,4,2,2,50,1,NorCal Regionals
nsm fancyyancy,1498,4,2,2,50,1,CEO
ishotto,1498,8,4,4,50,2,Combo Breaker;CEO
vincent,1498,4,2,2,50,1,CPTA Shanghai
無刑,1498,4,2,2,50,1,Nine States
chenxin gouzi,1498,4,2,2,50,1,CPTA Shanghai
仮面の魔術師,1498,4,2,2,50,1,Nine States
もふもふ,1498,4,2,2,50,1,Nine States
big poe,1498,4,2,2,50,1,Texas Showdown
threecentipedes,1498,4,2,2,50,1,NorCal Regionals
google_deez,1498,4,2,2,50,1,CEO
venomkiller,1498,4,2,2,50,1,CPTA Last Chance Qualifier
ninja musik g,1498,4,2,2,50,1,CPTA KR
jkazuma,1498,4,2,2,50,1,KO Fighting Game Festival
dawgenhower,1498,4,2,2,50,1,Texas Showdown
jing,1498,4,2,2,50,1,CPTA Shanghai
khio,1498,4,2,2,50,1,SCR
icg redvelvet,1498,4,2,2,50,1,Texas Showdown
jayto,1498,4,2,2,50,1,Texas Showdown
blue kaizer,1498,4,2,2,50,1,KO Fighting Game Festival
chan shing chi xft_sonicbeta,1498,4,2,2,50,1,HK
johnnylamonte,1498,4,2,2,50,1,Texas Showdown
zhudongyu,1498,4,2,2,50,1,CPTA Shanghai
quaka,1498,7,3,4,42,2,EGX;Dreamhack Winter
fairlysadpanda,1498,4,2,2,50,1,Hypespotting
ink7,1498,6,3,3,50,1,CPTA KR
vs roy,1498,4,2,2,50,1,Combo Breaker
chemical ali,1498,4,2,2,50,1,CEO
misteranthropy,1498,4,2,2,50,1,NorCal Regionals
lord devil,1498,4,2,2,50,1,KO Fighting Game Festival
khadell,1498,4,2,2,50,1,CEO
gka soul below,1498,4,2,2,50,1,Combo Breaker
s1ngho,1498,4,2,2,50,1,VS Fighting
rinbo7,1498,4,2,2,50,1,CPTA KR
tkr_doukhi,1498,4,2,2,50,1,KO Fighting Game Festival
kwok sui tak barrytak,1498,4,2,2,50,1,HK
noodles,1498,4,2,2,50,1,VS Fighting
bsc|hadoshrooms,1498,8,4,4,50,2,Hypespotting;VS Fighting
gdlk.co|churro,1498,4,2,2,50,1,Northwest Majors
snx,1498,4,2,2,50,1,VS Fighting
wong tin pui shiro fans,1498,4,2,2,50,1,HK
ed|undeadjim,1498,4,2,2,50,1,VS Fighting
dm|willpower,1498,6,3,3,50,2,NorCal Regionals;EVO
sfo|tiger flowsion,1498,4,2,2,50,1,VS Fighting
suddenblackout,1498,4,2,2,50,1,NorCal Regionals
xdsc-knowledgereup,1498,4,2,2,50,1,CEO
ifd humbag,1498,4,2,2,50,1,Combo Breaker
schmoo,1498,4,2,2,50,1,Combo Breaker
sprint,1498,8,4,4,50,2,Hypespotting;VS Fighting
ck-vnz,1498,5,2,3,40,1,Saigon Cup
nick t.,1498,4,2,2,50,1,Combo Breaker
hydro,1498,4,2,2,50,1,NorCal Regionals
demonlos,1498,4,2,2,50,1,NorCal Regionals
lk,1498,4,2,2,50,1,Saigon Cup
林諾勤 kennklam,1498,4,2,2,50,1,HK
ash,1498,4,2,2,50,1,Hypespotting
shogun dynamite,1498,4,2,2,50,1,CEO
jthamind,1498,4,2,2,50,1,Combo Breaker
邬可夫 阿修,1498,2,1,1,50,1,HK
kingdomkey92,1498,4,2,2,50,1,SCR
raoul,1498,4,2,2,50,1,NorCal Regionals
onslaught,1498,4,2,2,50,1,NorCal Regionals
hero504,1498,4,2,2,50,1,Texas Showdown
misak,1498,4,2,2,50,1,Combo Breaker
ben ho,1498,4,2,2,50,1,Texas Showdown
sfo zxmx,1498,4,2,2,50,1,Hypespotting
sml|shinmael,1498,4,2,2,50,1,VS Fighting
leadman,1498,4,2,2,50,1,Combo Breaker
ttf|jamaal jackson,1498,4,2,2,50,1,SCR
masterninja,1498,4,2,2,50,1,Texas Showdown
rize|ind|mug|rdubstepper,1498,4,2,2,50,1,Hypespotting
battlefelde,1498,4,2,2,50,1,Combo Breaker
mn somemexicanguy,1498,4,2,2,50,1,Combo Breaker
crisium,1498,4,2,2,50,1,Texas Showdown
bloodyziff,1498,4,2,2,50,1,SCR
mikejay,1498,4,2,2,50,1,SCR
ssj hotdog,1498,4,2,2,50,1,CEO
summer xft_summer,1498,4,2,2,50,1,HK
norcal joe,1498,4,2,2,50,1,NorCal Regionals
bcw-carlos danger,1498,4,2,2,50,1,SCR
formerlyunknown,1498,4,2,2,50,1,TFC
kristougher,1498,4,2,2,50,1,TFC
maxoplata,1498,4,2,2,50,1,SCR
jlm,1498,4,2,2,50,1,Hypespotting
banto,1498,4,2,2,50,1,Combo Breaker
南哥的小戀人/陳二,1498,4,2,2,50,1,Taiwan
burger time,1498,4,2,2,50,1,Combo Breaker
rde|samurai drew,1498,4,2,2,50,1,Hypespotting
sa tempun,1498,4,2,2,50,1,CEO
surgingstorm,1498,4,2,2,50,1,TFC
revolver sagod,1498,4,2,2,50,1,NorCal Regionals
bcw_jmendes,1498,4,2,2,50,1,TFC
dm|katzu,1498,4,2,2,50,1,NorCal Regionals
小布,1498,4,2,2,50,1,Taiwan
tez,1498,4,2,2,50,1,Northwest Majors
dmt - mr. d,1498,4,2,2,50,1,SCR
alex turner,1498,4,2,2,50,1,CEO
panoptic,1498,4,2,2,50,1,SCR
vilmon,1498,4,2,2,50,1,Northwest Majors
bram,1498,4,2,2,50,1,FV Cup
anbu_mrfrayfray,1498,4,2,2,50,1,TFC
wang,1498,4,2,2,50,1,Ze Fighting Game Champion
ed|kyros,1498,11,5,6,45,3,Hypespotting;VS Fighting;EGX
daymo,1498,4,2,2,50,1,CEO
rs|ayjayirl,1498,4,2,2,50,1,Hypespotting
flan,1498,4,2,2,50,1,First Attack
crustiestwolf33,1498,4,2,2,50,1,Taiwan
rice_crackers,1498,4,2,2,50,1,NorCal Regionals
lele,1498,4,2,2,50,1,Taiwan
bringbackiceclimbers,1498,4,2,2,50,1,CEO
操查理,1498,4,2,2,50,1,Taiwan
twmsp,1498,4,2,2,50,1,Taiwan
aldenteoh,1498,4,2,2,50,1,FV Cup
mr|jetpackjohnny,1498,4,2,2,50,1,NorCal Regionals
jh maxninja,1498,4,2,2,50,1,CEO
ipg|dcb staticgorilla,1498,4,2,2,50,1,Northwest Majors
jet,1498,12,6,6,50,2,Dreamhack Summer;Dreamhack Winter
the steam co|bacardi,1498,4,2,2,50,1,First Attack
keane_hi,1498,4,2,2,50,1,FV Cup
kaara,1498,4,2,2,50,1,Ultra Hyakkishu Cup
final tick,1498,4,2,2,50,1,TFC
design,1498,4,2,2,50,1,CEO
zaybak,1498,4,2,2,50,1,Combo Breaker
omg itz andre,1498,4,2,2,50,1,Combo Breaker
negator,1498,4,2,2,50,1,Taiwan
sulabee,1498,4,2,2,50,1,Taiwan
linux,1498,4,2,2,50,1,Combo Breaker
sa projectsik,1498,4,2,2,50,1,CEO
sft|alexandro,1498,2,1,1,50,1,CPT Brazil
deja fait,1498,4,2,2,50,1,CEO
lin先生,1498,4,2,2,50,1,Taiwan
小宝,1498,4,2,2,50,1,Ze Fighting Game Champion
javy jitters,1498,4,2,2,50,1,First Attack
wmd|mom's spaghetti,1498,4,2,2,50,1,NorCal Regionals
oppoi,1498,3,1,2,33,1,Ultra Hyakkishu Cup
ep1cp33,1498,4,2,2,50,1,CEO
saltybetts,1498,4,2,2,50,1,Combo Breaker
eminent,1498,4,2,2,50,1,CEO
jnana,1498,4,2,2,50,1,Taiwan
sa karu,1498,4,2,2,50,1,CEO
brz rattosai,1498,4,2,2,50,1,First Attack
mk tux,1497,4,2,2,50,1,VS Fighting
jacky cannons,1497,4,2,2,50,1,Combo Breaker
keetro,1497,8,4,4,50,2,Combo Breaker;CEO
wagahai,1497,4,2,2,50,1,TFC
maromas mxl,1497,4,2,2,50,1,SCR
jaguar_murad,1497,4,2,2,50,1,KO Fighting Game Festival
ac riki-oh,1497,4,2,2,50,1,Northwest Majors
郑诚 lutak,1497,4,2,2,50,1,CPTA Shanghai
ed|noonez,1497,4,2,2,50,1,VS Fighting
taunt,1497,3,1,2,33,1,Cannes Winter Clash
okome man,1497,8,4,4,50,2,Nine States;Ultra Hyakkishu Cup
revolver dropsalot,1497,4,2,2,50,1,CEO
enfont pordu a easyman,1497,4,2,2,50,1,Red Fight District
noobiex,1497,4,2,2,50,1,Saigon Cup
raego,1497,4,2,2,50,1,Dreamhack Winter
daiki matsubara so,1497,4,2,2,50,1,HK
rob zfr,1497,8,4,4,50,2,VS Fighting;EGX
ultrabram,1497,5,2,3,40,1,Saigon Cup
801 mr gork,1496,8,4,4,50,2,NorCal Regionals;Northwest Majors
pag dragongod,1496,3,1,2,33,1,Summer Jam
kubisa,1496,4,2,2,50,1,VS Fighting
poncho the blue volcano,1496,3,1,2,33,1,SCR
阳光少年,1496,3,1,2,33,1,Ze Fighting Game Champion
op|sick bubblegum,1496,5,2,3,40,1,Dreamhack Winter
re:,1496,3,1,2,33,1,Ultra Hyakkishu Cup
mohamedo,1496,3,1,2,33,1,Ultra Hyakkishu Cup
pg|coach steve,1496,10,4,6,40,3,Summer Jam;SCR;Defend the North
なお,1495,3,1,2,33,1,KSB 2015
sd legend,1495,3,1,2,33,1,SCR
kage,1495,3,1,2,33,1,CPTA KR
